OutletCode, Description, Address, ContactPerson, DisountGroupCode, RouteCode, PriceGroup, SpecialPrice , Discount, VATRates, Credit
"95101","Dr. Rotich","","","","","NYANZA","UPC","0","0","VAT16","0"
"95102","Isiaya Cheruiyot","","","","","NYANZA","UPC","0","0","VAT16","0"
"95103","Mrs. Vice","","","","","NYANZA","UPC","0","0","VAT16","0"
"95104","Desnack Shop","","","","","UTHIRU","","0","0","VAT16","0"
"95106","Stage View Cafe - Juja","","","","","PR I","","0","0","VAT16","0"
"95107","Goodwill Cafe - Marima","","","","95107-UPC","MERU","UPC","0","0","VAT16","0"
"95108","Roots Motel - Sagana","","","","95108-UPC","MERU","UPC","0","0","VAT16","0"
"95109","Starbuck Hotel - Karatina","","","","95109-NRB","MERU","UPC","0","0","VAT16","0"
"95111","Rumous Cafe","","","","95111-UPC","NYERI","UPC","0","0","VAT16","0"
"95112","Freisa S/mkt","","","","95112-UPC","NYERI","UPC","0","0","VAT16","0"
"95113","St. Paul Academy Kinangop","","","","95113-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95114","Coffort Restaurant","","","","","MSA","COAST","0","0","VAT16","0"
"95115","Tim's Corner","","","","95115-NRB","PR III","","0","0","VAT16","0"
"95116","Alice Wahome","c/o Mofat Court","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95117","Roki Cafe","","","","95117-NRB","PR I","","0","0","VAT16","0"
"95119","Lenana School","","","","95119-NRB","UTHIRU","","0","0","VAT16","0"
"95120","St. Paul's Minor Seminary","","","","95120-UPC","NYERI","UPC","0","0","VAT16","0"
"95122","Kuku Den - Muhuroni","","","","95122-UPC","NYANZA","UPC","0","0","VAT16","0"
"95123","Eden Rock","","","","00050-UPC","MSA - N.C","COAST","0","0","VAT16","0"
"95124","Loreto Pry School Canteen","","","","95124-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95125","FCL Smokies Shop","","","","","SAMMY","ABC7","0","0","VAT16","0"
"95126","FUSION FOODS LTD","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95127","The Junction Restaurant","","","","95127-NRB","PR I","ABC7","0","0","VAT16","0"
"95128","Rib Connection","","","","95128-NRB","MIX IV","","0","0","VAT16","0"
"95129","Hooting Bay - Thika Road","","","","95129-NRB","PR I","","0","0","VAT16","0"
"95131","View Point Highway Motel","","","","95131-NRB","PR I","","0","0","VAT16","0"
"95132","Mr. Ranval","","","","","NYANZA","UPC","0","0","VAT16","0"
"95133","Mike Sausages Cafe - Gilgil","Gilgil","","","95133-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95134","Mrs Hupper","","","","","WESTERN","UPC","0","0","VAT16","0"
"95136","Zippe Cafe - Nanyuki","","","","95136-UPC","NYERI","UPC","0","0","VAT16","0"
"95137","Double F Cafe - Jericho","","","","95137-NRB","MIX IV","","0","0","VAT16","0"
"95138","Dancourt Hotel","P.O Box 4320","","Ms Nancy Maranga","95138-PC","MSA - I.A","COAST","0","0","VAT16","0"
"95140","Nyawira Gitau","","","","","TSALES","","0","0","VAT16","0"
"95141","Wayside Inn","Roasters Area","","","95141-NRB","MIX IV","","0","0","VAT16","0"
"95142","Midas Restaurant - Westlands","","","","95142-NRB","WESTL","","0","0","VAT16","0"
"95144","Zacharia Mwangi - Kapsabet","","","","95144-UPC","WESTERN","UPC","0","0","VAT16","0"
"95145","Cafe Precise - Muranga","","","","95145-UPC","NYERI","UPC","0","0","VAT16","0"
"95147","Nyandarua High School","","","","95147-UPC","RIFT","UPC","0","0","VAT16","0"
"95148","Meja Butchery","","","","","UTHIRU","","0","0","VAT16","0"
"95149","Kaputiei Cafe - Kajiado","","","","95149-NRB","MCKS","","0","0","VAT16","0"
"95150","Super Communication","","","","95150-NRB","MIX IV","","0","0","VAT16","0"
"95151","Natural Heritage","","","","95151-NRB","INDAREA","","0","0","VAT16","0"
"95152","Wilcot Butchery","","","","","MIX IV","","0","0","VAT16","0"
"95155","Key Point","","","","","MIX IV","","0","0","VAT16","0"
"95156","Oriental Chinese Rest","","","","","SUB","","0","0","VAT16","0"
"95158","Prime Catering Service","","","","95158-NRB","VARIOUS","","0","0","VAT16","0"
"95159","Turracco Village","","","","95159-NRB","PR I","","0","0","VAT16","0"
"95160","Kas Pup Chips","","","","","MIX V","","0","0","VAT16","0"
"95161","Atura Restaurant - Langata","","","","95161-NRB","MIX III","","0","0","VAT16","0"
"95162","Manila Club","","","","","MSA","COAST","0","0","VAT16","0"
"95163","Bondo Vendors","","","","95163-UPC","NYANZA","UPC","0","0","VAT16","0"
"95164","Subukia Vendor","","","","95164-UPC","RIFT","UPC","0","0","VAT16","0"
"95165","Amina Light","c/o Africa Expedition","","","","TSALES","","0","0","VAT16","0"
"95166","Choma Zone - Msa Road","","","","95166-NRB","MCKS","","0","0","VAT16","0"
"95167","Ndarugo Motel","","","","95167-NRB","PR I","","0","0","VAT16","0"
"95168","Simon Mathare North","","","","","MIX V","","0","0","VAT16","0"
"95169","Caltex Thika Road","","","","95169-NRB","MIX V","","0","0","VAT16","0"
"95170","Ovive Garden","","","","","MIX V","","0","0","VAT16","0"
"95171","Furaha Nissi Butchery","","","","95171-NRB","MIX V","","0","0","VAT16","0"
"95172","Suzzies Sausage Palour","","","","95172-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95173","Pots Delight","","","","95173-NRB","WESTL","","0","0","VAT16","0"
"95174","Craven Rest","","","","95174-NRB","CAT II","","0","0","VAT16","0"
"95175","Shell-Thika Road","","","","95175-NRB","MIX V","","0","0","VAT16","0"
"95176","Ragers Waden","","","","","MIX III","","0","0","VAT16","0"
"95177","Red Nova-Kiambu","","","","95177-NRB","PR III","","0","0","VAT16","0"
"95178","Mid East Hotel","","","","95178-NRB","MIX IV","","0","0","VAT16","0"
"95180","Murungaru S/Duka","","","","95180-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95181","Karagita Butchery","","","","95181-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95183","Mrs Kimani","C/o Delamere","","","","NAIVASHA","UPC","0","0","VAT16","0"
"95185","Njiri's High School","","","","95185-NRB","PR I","ABC7","0","0","VAT16","0"
"95187","Jonlesta Academy","","","","95187-NRB","UTHIRU","","0","0","VAT16","0"
"95188","Makutano Cafe - Mtwapa","","","","","MSA","COAST","0","0","VAT16","0"
"95189","Joy Sausages Parlour","","","","95189-UPC","NYANZA","UPC","0","0","VAT16","0"
"95190","Mrs Amanya","","","","95190-NRB","PR I","","0","0","VAT16","0"
"95191","Nzavib Enterprises","","","","95191-NRB","MIX IV","","0","0","VAT16","0"
"95192","Thomson Academy","","","","95192-NRB","UTHIRU","","0","0","VAT16","0"
"95193","Batian Hotel - Nyeri","","","","95193-UPC","NYERI","UPC","0","0","VAT16","0"
"95194","Nyama Fountain","","","","","CAT II","","0","0","VAT16","0"
"95196","Tide Junior Academy","","","","95196-NRB","UTHIRU","","0","0","VAT16","0"
"95197","Pangani Mobil Mart","","","","95197-NRB","MIX V","","0","0","VAT16","0"
"95199","Star Mart - Donholm","","","","95199-NRB","MIX I","","0","0","VAT16","0"
"95200","Jan Dickenson - Msa","","","","95200-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95201","Thika Tasty Food","","","","95201-NRB","PR I","","0","0","VAT16","0"
"95202","Elan Cafe","","","","95202-NRB","MIX IV","","0","0","VAT16","0"
"95203","Wyner Fryin","","","","","SUB","","0","0","VAT16","0"
"95204","Baloon Safaris","Wilson Airport","","","","INDAREA","","0","0","VAT16","0"
"95205","Plains View Educational Centre","","","","95205-NRB","MIX I","","0","0","VAT16","0"
"95206","Fresh Taste","","","","95206-NRB","MIX I","","0","0","VAT16","0"
"95207","Heroes Palace - Nyeri","","","","95207-NRB","NYERI","UPC","0","0","VAT16","0"
"95208","Daws Cafe","","","","","MIX IV","","0","0","VAT16","0"
"95209","Balozi African Dishes","","","","95209-NRB","MCKS","","0","0","VAT16","0"
"95210","Kenchic Inn - Mombasa","P.O. Box 99263","","Mr James Maina","95210-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95213","Riruta Shepherd School","","","","","UTHIRU","","0","0","VAT16","0"
"95215","Marion Farm Hse School","","","","95215-NRB","PR III","","0","0","VAT16","0"
"95216","Hands On Cafe - Nyayo Estate","","","","95216-NRB","MIX I","","0","0","VAT16","0"
"95218","Gabriel Kamau","","","","","PR I","","0","0","VAT16","0"
"95219","Andrian Penny","","","","","TSALES","","0","0","VAT16","0"
"95220","Muruthi Milk Bar (Makutano)","","","","95220-UPC","MERU","UPC","0","0","VAT16","0"
"95221","Eliza Stores - Kakamega","","","","95221-UPC","WESTERN","UPC","0","0","VAT16","0"
"95222","Mumsam Cafe","","","","","PR I","","0","0","VAT16","0"
"95225"," Mungu ini Sec Sch - Maragua","","","","","PR I","","0","0","VAT16","0"
"95227","Rhino Charge","","","","95227-NRB","TSALES","","0","0","VAT16","0"
"95228","Waigando Snacks - Embu","","","","95228-UPC","NYERI","UPC","0","0","VAT16","0"
"95229","Sophia Cafe","","","","95229-NRB","MIX V","","0","0","VAT16","0"
"95230","Chiromo Villa","","","","","WESTL","","0","0","VAT16","0"
"95232","Joy Cafe (communication)","","","","","MIX V","","0","0","VAT16","0"
"95233","J.N Venon","","","","","PR III","","0","0","VAT16","0"
"95235","P. Wannes","","","","","TSALES","","0","0","VAT16","0"
"95236","Pink Roses Academy","","","","","PR I","","0","0","VAT16","0"
"95237","Luke Doig","","","","","TSALES","","0","0","VAT16","0"
"95238","Mugie Ranch","","","","","TSALES","","0","0","VAT16","0"
"95239","Thika High School","","","","","PR I","","0","0","VAT16","0"
"95241","Bomas Smoky Vendor - Bomas","","","","95241-NRB","MIX III","","0","0","VAT16","0"
"95242","Kabazi Vendors","","","","95242-UPC","RIFT","UPC","0","0","VAT16","0"
"95243","Loba Cafe","","","","","MIX V","","0","0","VAT16","0"
"95244","Little Red","","","","","FFOOD1","","0","0","VAT16","0"
"95245","Jam Rescue II - Jogoo Road","","","","95245-NRB","MIX IV","","0","0","VAT16","0"
"95246","Hope Investment","","","","95246-NRB","MIX V","ABC8","0","0","VAT16","0"
"95248","Nameera Ltd","","","","","TSALES","","0","0","VAT16","0"
"95249","Salongo Rest (Solongo)","","","","95249-NRB","3RD","","0","0","VAT16","0"
"95250","Jerufa","","","","","MIX V","","0","0","VAT16","0"
"95251","Grace Musau","c/o Greenstead","","","","TSALES","UPC","0","0","VAT16","0"
"95253","Takawiri Hotel","","","","","","UPC","0","0","VAT16","0"
"95254","Patrick Couture","c/o Canadian Embassy","","","","","","0","0","VAT16","0"
"95255","Ginette Perrier","c/o Canadian Embassy","","","","","","0","0","VAT16","0"
"95256","Minakshi","c/o Aga Khan","","","","TSALES","","0","0","VAT16","0"
"95257","Fathiya Mwai","","","","","","","0","0","VAT16","0"
"95258","John R","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"95260","Mary Mutiso","c/o N.A.S Airport services","","","","","","0","0","VAT16","0"
"95261","Chieni Ltd - Narumoro","","","","95261-NRB","NYERI","UPC","0","0","VAT16","0"
"95262","T.I.T Cafeteria","","","","","PR I","","0","0","VAT16","0"
"95263","Rachael","c/o Whitesands","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95265","Ranalo Foods Ltd","","","","95265-NRB","FFOOD1","","0","0","VAT16","0"
"95266","Mrs Tamsin","","","","","SUB","","0","0","VAT16","0"
"95267","Muthoni Farmer's","","","","95267-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95268","Kisauni Village Bar","","","","","MSA","UPC","0","0","VAT16","0"
"95271","The Chinky","","","","95271-UPC","MSA","COAST","0","0","VAT16","0"
"95272","Kamau","c/o Diani Resort","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95273","Kingway School - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"95274","Wimke Enterprises - Kericho","","","","95274-UPC","NYANZA","UPC","0","0","VAT16","0"
"95276","Chelure Shop","","","","","MIX V","","0","0","VAT16","0"
"95277","Roaster Cafe","","","","","MIX V","","0","0","VAT16","0"
"95278","Monaco Cafe","","","","95278-NRB","MIX V","","0","0","VAT16","0"
"95279","Musembi's Guest House","","","","","MIX V","","0","0","VAT16","0"
"95280","Osimbo","c/o Carnivore Rest","","","","TSALES","","0","0","VAT16","0"
"95281","Zoe Nightingale","","","","90224-NRB","RIFT","UPC","0","0","VAT16","0"
"95283","Andres Bifani","c/o Jackwringt","","","","NYERI","UPC","0","0","VAT16","0"
"95284","Jolh Dalton","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95285","Ruiru Campus","","","","95285-NRB","PR I","","0","0","VAT16","0"
"95287","Masinga Dam Resort","","","","95287-NRB","TSALES","","0","0","VAT16","0"
"95288","Awendo Vendor","","","","95288-UPC","WESTERN","UPC","0","0","VAT16","0"
"95293","Kendas","","","","95293-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"95295","Kenya School Of law","","","","95295-NRB","MIX V","","0","0","VAT16","0"
"95297","Kin Jolly - Diani","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"95298","Tatiana Safari - Diani","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"95300","A.C.T.S","","","","95300-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95301","Field Harvest Ltd","","","","95301-UPC","NYERI","UPC","0","0","VAT16","0"
"95303","Oserian Staff Canteen - Naivas","","","","95303-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95304","Japes Ent - Migori","","","","95304-UPC","NYANZA","UPC","0","0","VAT16","0"
"95305","Paradise Inn - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"95308","Rispa","","","","","MIX IV","","0","0","VAT16","0"
"95309","Kirimi","c/o Nairobi Safari Club","","","","TSALES","","0","0","VAT16","0"
"95310","Thika Supa Duka","","","","95310-NRB","PR I","","0","0","VAT16","0"
"95311","Langi Langi Cafe","","","","95311-NRB","WESTL","","0","0","VAT16","0"
"95312","Operation Smile","","","","","WESTL","","0","0","VAT16","0"
"95313","Wangige Vendors","","","","","UTHIRU","","0","0","VAT16","0"
"95314","Raiya S/mkt ltd","","","","95314-NRB","NYANZA","UPC","0","0","VAT16","0"
"95315","Normad Palace Hotel - Garissa","","","","95315-NRB","TSALES","","0","0","VAT16","0"
"95316","Kamumwa Cafe - Nyeri","","","","95316-UPC","NYERI","UPC","0","0","VAT16","0"
"95318","Roy Communications","","","","","MIX V","","0","0","VAT16","0"
"95319","Kayes","c/o Ruiru Sports Club","","","","PR I","","0","0","VAT16","0"
"95320","Zeep","","","","95320-NRB","FFOOD1","","0","0","VAT16","0"
"95321","Sabuk Lodge - Laikipia","","","","","F/MEAT/3RD","UPC","0","0","VAT16","0"
"95322","Shellinah Cafe (sherina)","","","","95322-NRB","PR I","","0","0","VAT16","0"
"95324","Executive Cafe","","","","95324-NRB","MIX IV","","0","0","VAT16","0"
"95328","Lenana Forest Centre","","","","","MIX III","","0","0","VAT16","0"
"95329","Voi Safari Inn","","","","95329-UPC","MSA - TSV","UPC","0","0","VAT16","0"
"95332","Floma Caterers","","","","95332-NRB","FFOOD1","","0","0","VAT16","0"
"95333","Jowa Tea Packers","","","","95333-UPC","NYERI","UPC","0","0","VAT16","0"
"95334","Lower Kabete Cafe","","","","95334-NRB","UTHIRU","","0","0","VAT16","0"
"95335","Upper Kabete Campus Cafeteria","c/o Eva Nginja","","","95335-NRB","UTHIRU","","0","0","VAT16","0"
"95337","Chambai Cafe","","","","95337-NRB","MIX V","","0","0","VAT16","0"
"95338","Green Garden High School","","","","95338-NRB","UTHIRU","ABC7","0","0","VAT16","0"
"95340","Kim Jolley","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95341","Maxoil Ltd - Nanyuki","","","","95341-UPC","NYERI","UPC","0","0","VAT16","0"
"95342","Lenny Depot","","","","95342-UPC","NYERI","UPC","0","0","VAT16","0"
"95343","Muranga College - Muranga","","","","","NYERI","UPC","0","0","VAT16","0"
"95344","Trosas C","","","","","MIX V","","0","0","VAT16","0"
"95346","University Of Nairobi - SWA","","","","92730-NRB","VARIOUS","","0","0","VAT16","0"
"95347","S.Q. - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"95349","University of Nairobi","","","","95349-NRB","FFOOD1","","0","0","VAT16","0"
"95351","Smoky Vendor - Tala","","","","95351-NRB","MIX I","ABC7","0","0","VAT16","0"
"95352","Nomad Hotel - Kitengela","","","","95352-NRB","MCKS","","0","0","VAT16","0"
"95353","Mobil Cafe - Gede","","","","95353-MSA","MSA- MA","COAST","0","0","VAT16","0"
"95355","Doinyo Sabuk Inn","","","","95355-NRB","DIRECT","","0","0","VAT16","0"
"95356","Cross Venus Cafe - Bomet","","","","95356-NRB","NYANZA","UPC","0","0","VAT16","0"
"95357","T.R.D.A - Msa","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95358","Kindaruma S/mkt - Kivaa","","","","95358-UPC","MERU","UPC","0","0","VAT16","0"
"95359","Kam Cafe - Kagwe","","","","","PR III","","0","0","VAT16","0"
"95360","Lavazza Rest","","","","","VARIOUS","","0","0","VAT16","0"
"95361","African Cuisine Harambee","","","","","MIX IV","","0","0","VAT16","0"
"95362","Wema Cafe - Nyambare","","","","","PR III","","0","0","VAT16","0"
"95363","Warose Cafe","","","","95363-UPC","RIFT","UPC","0","0","VAT16","0"
"95364","Betty Ndichu","","","","","TSALES","","0","0","VAT16","0"
"95365","Kirigiti S/mkt","","","","95365-NRB","PR III","","0","0","VAT16","0"
"95366","Jamage Hotel (Chege)","","","","95366-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95368","The Smart Place","","","","95368-NRB","FFOOD1","","0","0","VAT16","0"
"95369","African Restaurant - Island","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95371","Farm Select Foods","","","","95371-NRB","MIX V","","0","0","VAT16","0"
"95372","Delight Cafe","","","","95372-NRB","MIX V","","0","0","VAT16","0"
"95373","Total Catering","","","","","MIX V","","0","0","VAT16","0"
"95374","Jansan Motel","","","","","NYERI","","0","0","VAT16","0"
"95376","Jogen Butchers","","","","95376-NRB","UTHIRU","","0","0","VAT16","0"
"95377","Virgin Spirit Travel Ltd","","","Amit","","TSALES","","0","0","VAT16","0"
"95378","Syila Agencies","","","","95378-NRB","MIX I","ABC2","0","0","VAT16","0"
"95379","Clair Moller","c/o Lewa House","","","","NYERI","UPC","0","0","VAT16","0"
"95380","Azengas Fish & Chips","","","","95380-NRB","MIX IV","","0","0","VAT16","0"
"95381","Masters Garden Inn  (Kiembeni)","","","","95381-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95382","Mwandoni Cafe - Msa","","","","95382-MSA","MSA - I.A","COAST","0","0","VAT16","0"
"95383","Majengo Cafe- Msa","","","","95383-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95384","Cottars Safari Service","","","","","MIX III","","0","0","VAT16","0"
"95385","Alliance Hotel - Mitunguu","","","","95385-UPC","MERU","UPC","0","0","VAT16","0"
"95386","Mr. Hullar","c/o Chale Island","","","","MSA - SHA","COAST","0","0","VAT16","0"
"95390","Karura Grocers","","","","95390-NRB","PR I","","0","0","VAT16","0"
"95391","Four (4) Ds Cafe","","","","95391-NRB","SUB","","0","0","VAT16","0"
"95393","Lutaf Kassam","c/o IPS","","","95393-NRB","TSALES","","0","0","VAT16","0"
"95394","Chwele Enterprises","","","","95394-UPC","WESTERN","UPC","0","0","VAT16","0"
"95395","Haron & Sheffy","","","","","MSA","COAST","0","0","VAT16","0"
"95397","Mamba Hotel - Kibwezi","","","","95397-UPC","MSA - S.C","COAST","0","0","VAT16","0"
"95399","Larena Restaurant","","","","95399-UPC","UTHIRU","","0","0","VAT16","0"
"95401","Budget Cafe - Muranga","","","","95401-UPC","NYERI","UPC","0","0","VAT16","0"
"95402","Country Fresh Butchery","","","","95402-UPC","NYERI","UPC","0","0","VAT16","0"
"95403","B.P Petrol/Stn Cafe - Voi","","","","95403-UPC","MSA-VOI","COAST","0","0","VAT16","0"
"95404","Han's Kaesser - Diani","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"95405","Dominion Cafe","","","","95405-UPC","WESTERN","UPC","0","0","VAT16","0"
"95406","Dominion Foods - Komarock","","","","95406-NRB","MIX I","","0","0","VAT16","0"
"95407","Upete Cafe Salama","","","","95407-UPC","MSA - R","COAST","0","0","VAT16","0"
"95409","Publicity Cafe","","","","","MCKS","","0","0","VAT16","0"
"95410","Muranga Teachers College","","","","95410-NRB","PR I","","0","0","VAT16","0"
"95411","Lorna Sangale","","","","","TSALES","","0","0","VAT16","0"
"95413","Jasnah Star Grocers","","","","95413-NRB","PR III","","0","0","VAT16","0"
"95414","Roby Rock","","","","","MSA - R","COAST","0","0","VAT16","0"
"95415","Geogias Rest","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"95416","Omah","c/o Miriam Muthoni","","","","MSA","COAST","0","0","VAT16","0"
"95417","Sugul Hotpot","","","","","INDAREA","","0","0","VAT16","0"
"95418","Vilma - Village M/kt Lady","","","","","SUB","","0","0","VAT16","0"
"95419","Athi River Supa Duka","","","","95419-NRB","MCKS","ABC8","0","0","VAT16","0"
"95421","Ruai Smoky Vendor","","","","","MIX I","ABC2","0","0","VAT16","0"
"95422","Stella - Msa","c/o Mwembe Resort","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95423","Twigs Enterprises - Bomet","","","","95423-UPC","NYANZA","UPC","0","0","VAT16","0"
"95424","Kids Zone Club","","","","95424-UPC","MSA - SHA","COAST","0","0","VAT16","0"
"95425","Catherine - Msa","c/o Leopard Beach","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95428","Mrs Rono - Caterer","","","","95428-NRB","TSALES","","0","0","VAT16","0"
"95429","Gatte Pub (Gette)","","","","95429-NRB","PR I","","0","0","VAT16","0"
"95430","Loima Special Butchery","","","","95430-UPC","RIFT","UPC","0","0","VAT16","0"
"95432","World Glass Butchery","","","","95432-UPC","NYERI","UPC","0","0","VAT16","0"
"95433","Rendezvouz","","","","95433-NRB","F/MEAT 2","","0","0","VAT16","0"
"95434","Kayuyu Rest.","","","","95434-NRB","MIX IV","","0","0","VAT16","0"
"95435","Coptic Hospital","","","","","HURL","","0","0","VAT16","0"
"95436","Nameless Cafe","","","","95436-NRB","MIX V","","0","0","VAT16","0"
"95437","Preferred Canteen","c/o Braeburn College","","","95437-NRB","MIX V","","0","0","VAT16","0"
"95439","Kifani Mariakani","","","","95439-UPC","MSA - I.A","COAST","0","0","VAT16","0"
"95440","Apollo Bar & Rest - Magogo","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95442","Hossana Fish & Chips","","","","95442-NRB","CAT II","","0","0","VAT16","0"
"95445","Limuru Vendor","","","","","PR III","","0","0","VAT16","0"
"95447","Kumar Dhall","c/o Oltukai Lodge","","","","TSALES","","0","0","VAT16","0"
"95448","Sophie","c/o Track Mark","","","","TSALES","","0","0","VAT16","0"
"95449","Mr. Peingle","c/o D.T Dobie","","","","TSALES","","0","0","VAT16","0"
"95450","Tamango Foods","","","","95450-NRB","INDAREA","","0","0","VAT16","0"
"95451","Patrick Mugambi","","","","","TSALES","","0","0","VAT16","0"
"95453","Ruringu Vendors","","","","","NYERI","UPC","0","0","VAT16","0"
"95454","Clowns Heaven","c/o Party Production","","","","TSALES","","0","0","VAT16","0"
"95455","Bagaso Ltd","","","","","WESTL","","0","0","VAT16","0"
"95456","Chania Fast Food","","","","95456-NRB","CAT II","","0","0","VAT16","0"
"95457","Mr Dinesh","c/o Satao Camp","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95458","Peter Darnborough","c/o Ocean Sport","","","","MSA - WAT","COAST","0","0","VAT16","0"
"95459","Tel Tel Snacks Bar","","","","95459-NRB","MIX V","","0","0","VAT16","0"
"95460","Nav Aqua Ltd","","","","95460-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95461","Angela","c/o Sun & Sand","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95462","Jeniffer Kilkenny","","","","","MSA- KIL","COAST","0","0","VAT16","0"
"95463","Beula Enterprises","","","","95463-UPC","NYANZA","UPC","0","0","VAT16","0"
"95465","Betty Gichuki","","","","","TSALES","","0","0","VAT16","0"
"95466","A. Meinott","","","","","TSALES","","0","0","VAT16","0"
"95467","Rongo Vendor","","","","95467-UPC","NYANZA","UPC","0","0","VAT16","0"
"95468","Adaria Ben","c/o Mayfair Hotel","","","","TSALES","","0","0","VAT16","0"
"95469","Mrs Dhodia","c/o Mrs Diamond","","","","TSALES","","0","0","VAT16","0"
"95470","Palace Delight","","","","","WESTL","","0","0","VAT16","0"
"95472","Villa Plam - Kikambala","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"95473","Vanessa Murray","c/o Kenya Polo Club","","","92748-NRB","NYERI","UPC","0","0","VAT16","0"
"95474","Elizabeth Odera","c/o Strathmore Madaraka","","","","TSALES","","0","0","VAT16","0"
"95475","Ms Susan Oloo-Oruya","","","","","TSALES","","0","0","VAT16","0"
"95476","Kestrel Manor School","c/o ELSA","","","95475-NRB","WESTL","","0","0","VAT16","0"
"95477","Jam Rescue - Mtwapa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"95478","Greenstead School Canteen","","","","","RIFT","UPC","0","0","VAT16","0"
"95480","Barbra Danbourough","c/o Ocean Sport","","","","MSA - WAT","COAST","0","0","VAT16","0"
"95481","Rozina Grill","","","","","MSA - I.A","COAST","0","0","VAT16","0"
"95482","Savalli - Diani","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"95484","Cafe de Bliss","","","","95484-NRB","MIX III","","0","0","VAT16","0"
"95485","Boydmoss - Kibwezi","","","","","MSA-KIBW","COAST","0","0","VAT16","0"
"95486","Cruatti & Services Ltd - Nvs","","","","95486-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95487","B.R Bij Mini Market - Nkr","","","","","RIFT","UPC","0","0","VAT16","0"
"95488","Mrs Nicola - Rongai","","","","","NYANZA","UPC","0","0","VAT16","0"
"95489","Roaster Cafe - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"95490","Charity Steward","","","","95490-NRB","TSALES","","0","0","VAT16","0"
"95491","Karima G. High","","","","95491-UPC","NAIVASHA","UPC","0","0","VAT16","0"
"95492","Mrs Catherine Paul","c/o Kingfisher Lodge","","","","MSA","COAST","0","0","VAT16","0"
"95493","Samantha Wright","c/o Kingfisher Lodge","","","","MSA - WAT","COAST","0","0","VAT16","0"
"95494","Uptown s/mkt - Nyeri","","","","95494-UPC","NYERI","UPC","0","0","VAT16","0"
"95495","Star of the Garter","","","","","MSA- MA","COAST","0","0","VAT16","0"
"95496","Mike Huth - Nvs","","","","","NAIVASHA","UPC","0","0","VAT16","0"
"95498","Dragon Bite - Malindi","","","","","MSA- MA","COAST","0","0","VAT16","0"
"95499","Bull Steak House","","","","","MSA - S.C","COAST","0","0","VAT16","0"
"95500","Kathryn Robertson","c/o Kenya Calcium","","","","MSA- KIL","COAST","0","0","VAT16","0"
"95501","Randal - Eldoret","","","","","NYANZA","UPC","0","0","VAT16","0"
"95503","Crater Lake - Nvs","","","","96879-NRB","NAIVASHA","UPC","0","0","VAT16","0"
"95506","Moses Chips Parlour - Bombolul","","","","95506-UPC","MSA","UPC","0","0","VAT16","0"
"95507","Joyce Kivai","","","","95507-UPC","MSA","UPC","0","0","VAT16","0"
"95508","Siaya Self Service","","","","95508-UPC","NYANZA","UPC","0","0","VAT16","0"
"95509","Steven's Bar - Mtwapa","","","","","MSA - SHA","COAST","0","0","VAT16","0"
"95510","Misikhu Vendor","","","","95510-UPC","WESTERN","UPC","0","0","VAT16","0"
"95511","Subukia Msafiri Hotel","","","","95511-NRB","RIFT","UPC","0","0","VAT16","0"
